Plot,Year,Type,F_est,Mother,Father,Shading,X_axis,Y_axis,Border,DTA,DTS,PlantHt,LeafLen,LeafWd,TillNum,EarsPerSideBran,LatBranNodeNum,LatBranLen,LBIL,EarLen,SeedsPerRow,FC_Width_mm,SeedsPerEar,EarInternodeLen,PredSeedPerPlant,PredTotalSeedWeight,SeedWeight,CulmDiam,BranNum,MalePerc,Clustering,ASI,FruitcaseWt,ProporYoked,ProporNonShatter,ProporPairedSpikelets,Perc_Germ,FC_Length_mm,FC_LWR,FC_Triangularity,com,dr,TypeYear
E1444,2013,Self,0.5454476,PC_O51_ID2,PC_O51_ID2,1903.53,16,61,E,76,70,124,52,4.5,3,8,2,300,150,35,4,3.733614,8,4.38,2477,52,0.0211,0.8,7,0,0.0267,6,0.0423,0,0,0,75,5.680897,1.531056,1.386771827,PC_O51_ID2xPC_O51_ID2,1,Self2013
E1447,2013,Self,0.3476186,PC_L14_ID1,PC_L14_ID1,1257.89,16,58,E,62,62,106,46,6,10,12,3,570,190,53.5,4.75,3.858696,9.5,5.63,4340,112,0.0257,1.3,7,100,0.0211,0,0.0514,0,0,0,70,6.552182,1.702715,1.369794979,PC_L14_ID1xPC_L14_ID1,1,Self2013
E1453,2013,Self,0.4589577,PC_I55_ID2,PC_I55_ID2,2026.82,16,52,E,75,71,142,63,5,7,6,2,390,195,50,4.75,3.947353,9.5,5.26,3734,94,0.0252,1.1,10,20,0.0154,4,0.0504,0,0,0,80,6.460163,1.639539,1.399993125,PC_I55_ID2xPC_I55_ID2,1,Self2013
E1456,2013,Outcross,-0.01672673,PC_J07_ID2,PC_N57_ID2,2121.04,16,49,E,70,70,167,69,5.5,15,12,3,490,163.33,35.5,3.5,4.042388,7,5.07,4431,119,0.0269,1.2,10,100,0.0245,0,0.0538,0,0,0,90,6.134217,1.521149,1.377448568,PC_J07_ID2xPC_N57_ID2,1,Outcross2013
E1458,2013,Self,0.5451903,PC_I52_ID1,PC_I52_ID1,2857.14,16,47,E,82,78,107,46,4.5,4,7,3,90,30,44.5,4.25,3.94852,8.5,5.24,3153,87,0.0277,1,8,60,0.0778,4,0.0554,0,0,0.011,75,6.150941,1.568326,1.38321855,PC_I52_ID1xPC_I52_ID1,1,Self2013
E1461,2013,Self,0.5358577,PC_J14_ID2,PC_J14_ID2,2201.91,16,44,E,85,83,179,77,6.5,10,10,3,240,80,30,3.5,3.793837,7,4.29,4476,93,0.0207,1.3,13,90,0.0417,2,0.0414,0,0,0,70,5.275792,1.399872,1.3718071,PC_J14_ID2xPC_J14_ID2,1,Self2013
E1466,2013,Outcross,-0.0133546,PC_N03_ID2,PC_I50_ID2,1661.92,16,39,E,62,65,129,56,5,15,13,3,680,226.67,51,4.75,3.952046,9.5,5.37,5359,125,0.0233,1.4,8,100,0.0191,-3,0.0466,0.037,0.037,0,95,6.117194,1.551553,1.352430678,PC_I50_ID2xPC_N03_ID2,-1,Outcross2013
E1468,2013,Self,0.4885457,PC_I08_ID1,PC_I08_ID1,1960.47,16,37,E,65,65,62,42,4,6,10,3,680,226.67,41.5,3.5,3.814362,7,5.93,1916,58,0.0302,0.9,5,0,0.0147,0,0.0603,0,0,0,75,6.707039,1.760137,1.384067022,PC_I08_ID1xPC_I08_ID1,1,Self2013
E1471,2013,Self,0.670324,PC_K60_ID1,PC_K60_ID1,1561.9,16,34,E,88,82,150,58,7,7,9,3,330,110,48,4.5,3.764906,9,5.33,4728,104,0.022,1.4,12,90,0.0273,6,0.0439,0,0,0,90,6.094591,1.621784,1.418664301,PC_K60_ID1xPC_K60_ID1,1,Self2013
E1473,2013,Self,0.6384584,PC_I58_ID2,PC_I58_ID2,2322.76,16,32,E,75,74,120,60,4,3,8,3,200,66.67,46.5,4.75,3.349727,9.5,4.89,3641,69,0.0189,1.2,9,100,0.04,1,0.0378,0,0,0,70,5.971382,1.790509,1.498168765,PC_I58_ID2xPC_I58_ID2,1,Self2013
E1474,2013,Self,0.574384,PC_J48_ID2,PC_J48_ID2,2281.55,16,31,E,75,68,118,50,5.5,7,7,3,490,163.33,42,4,3.630702,8,5.25,2732,59,0.0216,1.1,8,0,0.0143,7,0.0431,0,0,0,55,5.714114,1.578138,1.405039988,PC_J48_ID2xPC_J48_ID2,1,Self2013
E1477,2013,Self,0.3997035,PC_K60_ID1,PC_K60_ID1,2830.95,16,28,E,84,78,163,65,5,3,8,3,430,143.33,51.5,4.25,3.810931,8.5,6.06,2882,63,0.0219,0.9,9,100,0.0186,6,0.0439,0,0,0,70,6.558521,1.727518,1.38653259,PC_K60_ID1xPC_K60_ID1,1,Self2013
E1478,2013,Self,0.5887246,PC_J07_ID2,PC_J07_ID2,3019.12,16,27,E,74,76,146,54,7.5,7,8,3,470,156.67,44,4.5,4.213036,9,4.89,3797,113,0.0299,1.7,10,100,0.017,-2,0.0597,0.033,0.033,0,95,5.943776,1.416647,1.406630908,PC_J07_ID2xPC_J07_ID2,1,Self2013
E1479,2013,Self,0.6614463,PC_K55_ID2,PC_K55_ID2,3253.83,16,26,E,72,65,106,51,4.5,7,5,3,190,63.33,44.5,4.25,3.81226,8.5,5.24,2786,66,0.0237,1.2,7,0,0.0263,7,0.0474,0,0,0,85,5.616424,1.486759,1.386663565,PC_K55_ID2xPC_K55_ID2,1,Self2013
E1480,2013,Self,0.4490577,PC_N11_ID1,PC_N11_ID1,3580.6,16,25,E,84,78,127,71,6.5,4,9,3,330,110,37.5,4.25,4.192817,8.5,4.41,3368,77,0.0229,1.3,9,50,0.0273,6,0.0459,0,0,0,65,5.577183,1.337241,1.359536588,PC_N11_ID1xPC_N11_ID1,1,Self2013
E1481,2013,Outcross,-0.02095103,PC_N57_ID2,PC_J07_ID2,2583.22,16,24,E,64,64,146,62,5.5,15,8,3,450,150,42,4,3.579433,8,5.25,4419,105,0.0237,1.2,10,100,0.0178,0,0.0473,0,0,0,75,5.6501,1.584009,1.382385016,PC_J07_ID2xPC_N57_ID2,-1,Outcross2013
E1482,2013,Outcross,-0.0225927,PC_N03_ID2,PC_I50_ID2,2841.86,16,23,E,80,78,158,65,5.5,6,10,2,430,215,50.5,5.5,3.637353,11,4.59,5337,96,0.018,1.3,11,10,0.0233,2,0.036,0,0,0,60,5.816524,1.604669,1.337472373,PC_I50_ID2xPC_N03_ID2,-1,Outcross2013
E1493,2013,Outcross,0.031264,PC_L48_ID2,PC_O08_ID2,1736.92,16,12,E,66,66,145,58,5.5,13,11,4,570,142.5,49,5.25,3.736935,10.5,4.67,5921,124,0.0209,1.4,10,100,0.0193,0,0.0418,0,0,0,45,5.058779,1.371102,1.394439494,PC_L48_ID2xPC_O08_ID2,1,Outcross2013
E1495,2013,Outcross,-0.00547844,PC_M58_ID1,PC_J13_ID1,2461.34,16,10,E,69,68,146,72,6,7,11,2,320,160,43.5,4.5,4.058033,9,4.83,4898,132,0.027,1.8,11,100,0.0344,1,0.054,0,0,0,60,5.702231,1.410266,1.402246074,PC_J13_ID1xPC_M58_ID1,-1,Outcross2013
E1496,2013,Self,0.393271,PC_N10_ID2,PC_N10_ID2,2859,16,9,E,75,71,60,39,2,0,1,1,60,60,32,3,NA,6,5.33,268,4,0.0158,0.4,3,0,0.0167,4,0.0316,0,0,0,NA,NA,NA,NA,PC_N10_ID2xPC_N10_ID2,1,Self2013
E1502,2013,Outcross,-0.0295332,PC_J12_ID1,PC_L56_ID1,1294.27,17,6,E,61,64,NA,58,5,10,14,3,650,216.67,47,4,3.926931,8,5.88,4103,107,0.026,1.5,8,100,0.0215,-3,0.052,0,0,0,65,6.336164,1.620156,1.388251984,PC_J12_ID1xPC_L56_ID1,1,Outcross2013
E1503,2013,Outcross,0.0052165,PC_J50_ID1,PC_J51_ID1,1215.09,17,7,E,64,65,142,46,5,7,9,3,590,196.67,44,3.5,4.174934,7,6.29,2565,79,0.0306,1.6,8,100,0.0153,-1,0.0613,0,0,0,65,6.417928,1.539335,1.405682147,PC_J50_ID1xPC_J51_ID1,1,Outcross2013
E1505,2013,Outcross,0.0160718,PC_N57_ID2,PC_J07_ID2,2034.83,17,9,E,68,67,176,58,6.5,10,7,3,340,113.33,48,4.25,4.575011,8.5,5.65,4246,152,0.0358,1.5,11,100,0.0206,1,0.0716,0,0,0,85,6.368774,1.397679,1.344395861,PC_J07_ID2xPC_N57_ID2,-1,Outcross2013
E1506,2013,Outcross,0.0121484,PC_J50_ID1,PC_N13_ID1,2375.57,17,10,E,72,72,154,63,6,11,6,2,400,200,48,4.5,4.057532,9,5.33,4336,127,0.0292,1.5,11,100,0.015,0,0.0584,0,0,0,75,6.393871,1.583805,1.377055431,PC_J50_ID1xPC_N13_ID1,1,Outcross2013
E1509,2013,Self,0.512301,PC_K54_ID1,PC_K54_ID1,1404.13,17,13,E,60,62,86,44,4.5,7,6,2,200,100,53.5,5,3.834415,10,5.35,4024,95,0.0235,1.3,9,100,0.03,-2,0.047,0,0,0.086,90,5.670959,1.487014,1.427229929,PC_K54_ID1xPC_K54_ID1,1,Self2013
E1514,2013,Outcross,-0.0212921,PC_I11_ID2,PC_O08_ID2,1510.65,17,18,E,62,65,122,47,5,16,7,3,580,193.33,46.5,4.25,4.146202,8.5,5.47,3966,122,0.0309,1.4,8,100,0.0121,-3,0.0617,0,0,0,100,6.707683,1.619041,1.370234441,PC_I11_ID2xPC_O08_ID2,1,Outcross2013
E1515,2013,Self,0.492854,PC_N07_ID2,PC_N07_ID2,2611.94,17,19,E,NA,70,120,54,6,9,8,3,450,150,48.5,4.5,4.215096,9,5.39,4117,108,0.0263,1.2,10,100,0.0178,NA,0.0526,0,0,0,95,6.202265,1.477196,1.418266995,PC_N07_ID2xPC_N07_ID2,1,Self2013
E1516,2013,Self,0.5458827,PC_O59_ID2,PC_O59_ID2,2289.68,17,20,E,84,83,155,53,7,6,7,1,90,90,51.5,4.25,4.330082,8.5,6.06,3885,144,0.0371,1.4,10,10,0.0778,1,0.0741,0,0,0,95,7.799099,1.803828,1.473204101,PC_O59_ID2xPC_O59_ID2,1,Self2013
E1518,2013,Self,0.5166463,PC_N09_ID1,PC_N09_ID1,2529.19,17,22,E,76,72,140,51,5,7,9,3,420,140,38,3.25,3.916537,6.5,5.85,2948,76,0.0258,1.2,10,100,0.0214,4,0.0516,0,0,0,80,6.596285,1.687569,1.416588301,PC_N09_ID1xPC_N09_ID1,1,Self2013
E1520,2013,Self,0.3855387,PC_K60_ID1,PC_K60_ID1,3271.41,17,24,E,70,66,121,37,4.5,8,8,3,440,146.67,36.5,3.75,2.881556,7.5,4.87,3122,40,0.0127,1.1,9,100,0.0182,4,0.0253,0,0,0,65,5.142594,1.793195,1.487078269,PC_K60_ID1xPC_K60_ID1,1,Self2013
E1521,2013,Outcross,-0.01232386,PC_N13_ID1,PC_N07_ID1,2956.46,17,25,E,76,74,137,6,6,12,7,3,500,166.67,40,4,3.620111,8,5,3785,80,0.0212,1.6,10,100,0.014,2,0.0424,0,0,0,95,5.738842,1.591541,1.401031465,PC_N07_ID1xPC_N13_ID1,-1,Outcross2013
E1522,2013,Self,0.3009753,PC_I55_ID2,PC_I55_ID2,2910.08,17,26,E,76,72,142,53,5,4,6,2,210,105,41,4.5,3.743726,9,4.56,3177,72,0.0228,1.3,9,0,0.0286,4,0.0456,0,0,0,75,6.071987,1.627516,1.385738787,PC_I55_ID2xPC_I55_ID2,1,Self2013
E1525,2013,Outcross,-0.0066683,PC_N14_ID2,PC_I58_ID2,2441.94,17,29,E,66,65,121,45,5,8,6,3,480,160,46,4.5,3.843832,9,5.11,3034,81,0.0267,1.2,8,100,0.0125,1,0.0533,0,0,0,90,5.965343,1.555411,1.362811724,PC_I58_ID2xPC_N14_ID2,-1,Outcross2013
E1526,2013,Outcross,0.0398408,PC_I08_ID1,PC_I06_ID1,2535.1,17,30,E,68,65,143,49,5,8,10,3,400,133.33,44,4.5,3.828151,9,4.89,4213,110,0.0261,1.4,9,100,0.025,3,0.0522,0,0,0,95,6.568416,1.727086,1.366590283,PC_I06_ID1xPC_I08_ID1,-1,Outcross2013
E1528,2013,Self,0.6021268,PC_I55_ID2,PC_I55_ID2,2690.62,17,32,E,77,73,148,60,6,4,7,3,350,116.67,44,4,3.938209,8,5.5,3003,72,0.0241,1.6,10,100,0.02,4,0.0483,0,0,0,80,6.608738,1.688922,1.374319032,PC_I55_ID2xPC_I55_ID2,1,Self2013
E1530,2013,Outcross,-0.03553295,PC_L08_ID1,PC_I58_ID1,2071.55,17,34,E,75,71,135,45,5.5,8,8,2,420,210,46.5,4.5,4.39236,9,5.17,3781,118,0.0313,1.1,9,100,0.019,4,0.0627,0,0,0,80,6.483283,1.48195,1.395108315,PC_I58_ID1xPC_L08_ID1,-1,Outcross2013
E1531,2013,Self,0.398161,PC_L12_ID2,PC_L12_ID2,2446.24,17,35,E,NA,64,60,29,5,11,5,2,440,220,39,3.5,3.502645,7,5.57,1829,35,0.0193,0.7,4,0,0.0114,NA,0.0385,0,0,0,75,5.703047,1.631137,1.500929548,PC_L12_ID2xPC_L12_ID2,1,Self2013
E1532,2013,Outcross,-0.0377617,PC_J04_ID1,PC_N13_ID1,2204.49,17,36,E,71,69,116,63,6,6,8,2,410,205,56,5.5,4.156255,11,5.09,4294,122,0.0284,1.1,9,100,0.0195,2,0.0568,0,0,0,95,6.649457,1.605342,1.367313322,PC_J04_ID1xPC_N13_ID1,1,Outcross2013
E1533,2013,Self,0.4452126,PC_J13_ID1,PC_J13_ID1,1931.61,17,37,E,70,66,123,56,6,6,5,2,320,160,49,5,3.750203,10,4.9,3142,67,0.0214,1.2,8,100,0.0156,4,0.0429,0,0,0,70,5.419332,1.446971,1.383198584,PC_J13_ID1xPC_J13_ID1,1,Self2013
E1535,2013,Self,0.4857856,PC_L14_ID1,PC_L14_ID1,1956.71,17,39,E,60,62,NA,54,6.5,5,10,3,510,170,41,3.75,3.982479,7.5,5.47,2384,64,0.0271,1.6,6,0,0.0196,-2,0.0541,0,0,0,75,6.812628,1.716394,1.424954966,PC_L14_ID1xPC_L14_ID1,1,Self2013
E1537,2013,Self,0.4404508,PC_O51_ID2,PC_O51_ID2,2930.56,17,41,E,83,78,127,62,6,3,8,2,230,115,40,4,3.451389,8,5,2802,65,0.0234,1,8,100,0.0348,5,0.0467,0,0,0,90,5.983804,1.743083,1.436412876,PC_O51_ID2xPC_O51_ID2,1,Self2013
E1538,2013,Outcross,-0.013255,PC_J07_ID2,PC_N57_ID2,2553.36,17,42,E,70,70,175,65,5.5,11,9,3,430,143.33,41,3.25,4.801622,6.5,6.31,3524,140,0.0399,1.6,11,100,0.0209,0,0.0797,0,0,0,85,6.929073,1.447714,1.340704229,PC_J07_ID2xPC_N57_ID2,1,Outcross2013
E1539,2013,Outcross,-0.0038678,PC_L06_ID2,PC_I50_ID2,3314.67,17,43,E,80,79,189,84,7.5,5,7,2,400,200,49,5.25,3.885716,10.5,4.67,4579,104,0.0228,1.9,12,100,0.0175,1,0.0456,0,0,0,75,5.878334,1.51578,1.389970068,PC_I50_ID2xPC_L06_ID2,-1,Outcross2013
E1540,2013,Self,0.5275003,PC_L08_ID1,PC_L08_ID1,2712.88,17,44,E,65,64,115,47,4,14,6,2,350,175,38.5,4,4.196283,8,4.81,3439,102,0.0297,0.7,7,0,0.0171,1,0.0594,0,0,0,80,6.597356,1.57459,1.362304222,PC_L08_ID1xPC_L08_ID1,1,Self2013
E1541,2013,Self,0.5673065,PC_K60_ID1,PC_K60_ID1,2685.28,17,45,E,66,63,88,42,4.5,9,9,3,540,180,45,4.25,3.459173,8.5,5.29,3234,70,0.0215,1,7,100,0.0167,3,0.0431,0,0,0,95,5.69835,1.651455,1.507896795,PC_K60_ID1xPC_K60_ID1,1,Self2013
E1542,2013,Self,0.4171686,PC_L12_ID2,PC_L12_ID2,2350.52,17,46,E,61,64,108,33,5,5,5,2,350,175,41,4,3.607925,8,5.13,2341,52,0.0222,1.2,8,100,0.0143,-3,0.0444,0,0,0,65,5.70459,1.583251,1.421992996,PC_L12_ID2xPC_L12_ID2,1,Self2013
E1546,2013,Self,0.6312116,PC_J14_ID2,PC_J14_ID2,3287.18,17,50,E,84,80,135,68,5.5,6,6,3,170,56.67,44,4.5,4.026355,9,4.89,3531,91,0.0258,1.5,9,80,0.0353,4,0.0516,0,0,0,90,5.949017,1.482479,1.395258933,PC_J14_ID2xPC_J14_ID2,1,Self2013
E1547,2013,Outcross,-0.01496524,PC_N14_ID2,PC_I55_ID2,3126.59,17,51,E,71,69,128,55,6,8,12,4,580,145,48.5,4.75,3.902465,9.5,5.11,4538,110,0.0243,1.2,9,100,0.0207,2,0.0486,0,0,0,100,6.117501,1.570431,1.387081111,PC_I55_ID2xPC_N14_ID2,-1,Outcross2013
E1549,2013,Outcross,-0.0448418,PC_I05_ID1,PC_L12_ID1,3200.42,17,53,E,69,68,128,66,7,4,9,2,370,185,53.5,5.25,3.729666,10.5,5.1,4365,110,0.0252,1.2,10,100,0.0243,1,0.0503,0,0,0,85,5.888114,1.598263,1.400318113,PC_I05_ID1xPC_L12_ID1,1,Outcross2013
E1550,2013,Outcross,0.030532,PC_K55_ID2,PC_N57_ID2,2755.45,17,54,E,NA,83,118,73,5,7,7,1,80,80,35.5,4,4.01169,8,4.44,2927,47,0.0161,1.4,6,100,0.0875,NA,0.0322,0,0,0,90,5.440825,1.363403,1.329238311,PC_K55_ID2xPC_N57_ID2,1,Outcross2013
E1551,2013,Self,0.5494295,PC_N14_ID2,PC_N14_ID2,3147.55,17,55,E,72,67,121,61,4,3,6,2,280,140,52.5,5.25,3.860609,10.5,5,2827,80,0.0285,1.1,7,70,0.0214,5,0.0569,0,0.017,0.05,65,6.745087,1.750062,1.414205259,PC_N14_ID2xPC_N14_ID2,1,Self2013
E1552,2013,Outcross,-0.00070626,PC_I52_ID1,PC_M15_ID1,2118.67,17,56,E,69,69,155,53,7,10,11,3,480,160,44,4,4.004474,8,5.5,4052,125,0.0308,1.3,9,100,0.0229,0,0.0615,0,0,0,65,6.334433,1.587571,1.409064661,PC_I52_ID1xPC_M15_ID1,1,Outcross2013
E1554,2013,Outcross,-0.024348,PC_I58_ID1,PC_N09_ID1,2128.88,17,58,E,65,67,103,54,6.5,5,18,3,700,233.33,43.5,4.25,3.847205,8.5,5.12,3893,90,0.023,1.4,6,100,0.0257,-2,0.046,0,0,0,90,5.825079,1.519302,1.391015715,PC_I58_ID1xPC_N09_ID1,1,Outcross2013
E1556,2013,Outcross,0.0557818,PC_I08_ID1,PC_M15_ID1,1400.08,17,60,E,70,71,165,69,6.5,7,9,3,550,183.33,49,4.75,3.637124,9.5,5.16,4331,96,0.0223,1.6,11,100,0.0164,-1,0.0446,0,0,0,80,6.476059,1.785699,1.362286202,PC_I08_ID1xPC_M15_ID1,1,Outcross2013
E1557,2013,Outcross,0.0025139,PC_N58_ID2,PC_I11_ID2,1866.33,17,61,E,80,76,102,49,5,2,7,3,480,160,36.5,3.5,3.953166,7,5.21,1659,47,0.0285,0.9,7,50,0.0146,4,0.057,0,0,0,100,6.559945,1.66747,1.399504864,PC_I11_ID2xPC_N58_ID2,-1,Outcross2013
E1561,2013,Outcross,-0.0089665,PC_K02_ID1,PC_N04_ID1,2124.14,17,65,E,73,71,174,74,6.5,8,7,2,370,185,53.5,5,4.025338,10,5.35,5166,142,0.0274,2,13,100,0.0189,2,0.0549,0,0,0,85,6.411266,1.606408,1.432628649,PC_K02_ID1xPC_N04_ID1,1,Outcross2013
E1562,2013,Outcross,0.0065887,PC_O59_ID2,PC_J14_ID2,3360.34,17,66,E,77,74,161,83,4.5,2,5,2,240,120,58.5,5.75,3.830727,11.5,5.09,3062,75,0.0247,1.2,8,50,0.0208,3,0.0493,0,0,0,70,5.905558,1.54236,1.414038157,PC_J14_ID2xPC_O59_ID2,-1,Outcross2013
E1563,2013,Outcross,-0.01625615,PC_N03_ID2,PC_I50_ID2,2568.38,17,67,E,80,79,201,82,7,10,6,3,460,153.33,53,5.25,3.676676,10.5,5.05,5915,136,0.0229,1.7,15,100,0.013,1,0.0459,0,0,0,70,6.270628,1.709439,1.405392634,PC_I50_ID2xPC_N03_ID2,-1,Outcross2013
E1564,2013,Self,0.4486661,PC_J48_ID2,PC_J48_ID2,3277.82,17,68,E,67,66,97,45,5,4,8,3,620,206.67,38,3.75,3.63472,7.5,5.07,1775,37,0.0207,1,6,100,0.0129,1,0.0414,0,0,0,80,5.852325,1.617916,1.386677057,PC_J48_ID2xPC_J48_ID2,1,Self2013
E1565,2013,Self,0.3645716,PC_L12_ID2,PC_L12_ID2,3085.66,17,69,E,64,66,86,37,4,0,4,2,300,150,39,3.25,3.507393,6.5,6,952,20,0.021,0.7,6,100,0.0133,-2,0.042,0,0,0,65,6.090759,1.740158,1.466008477,PC_L12_ID2xPC_L12_ID2,1,Self2013
E1566,2013,Outcross,0.0262266,PC_N11_ID1,PC_M05_ID1,2156.69,17,70,E,72,67,156,63,6.5,6,13,3,530,176.67,40.5,4,3.923779,8,5.06,4258,117,0.0275,1.6,11,100,0.0245,5,0.0549,0,0,0,85,6.156104,1.571581,1.366014501,PC_M05_ID1xPC_N11_ID1,-1,Outcross2013
E1568,2013,Self,0.5374186,PC_I58_ID1,PC_I58_ID1,2330.53,17,72,E,74,72,132,62,5.5,5,9,3,580,193.33,43.5,4,3.581955,8,5.44,3130,62,0.0199,1.5,10,100,0.0155,2,0.0399,0,0,0,65,5.64054,1.578173,1.344870432,PC_I58_ID1xPC_I58_ID1,1,Self2013
E1569,2013,Outcross,-0.0014434,PC_J13_ID1,PC_N07_ID1,2157.67,17,73,E,70,70,137,57,6,12,11,3,470,156.67,41.5,4.25,3.900254,8.5,4.88,5054,113,0.0223,1.5,11,100,0.0234,0,0.0446,0,0,0,95,5.462959,1.403324,1.361083607,PC_J13_ID1xPC_N07_ID1,1,Outcross2013
E1571,2013,Outcross,-0.04048425,PC_N14_ID2,PC_I58_ID2,2645.17,17,75,E,70,67,133,58,6.5,6,10,3,430,143.33,50,5,3.753746,10,5,4852,118,0.0243,1.7,11,100,0.0233,3,0.0486,0,0.013,0,85,5.677233,1.518681,1.369909238,PC_I58_ID2xPC_N14_ID2,-1,Outcross2013
E1572,2013,Outcross,-0.0012337,PC_L48_ID2,PC_L06_ID2,2880.7,17,76,E,67,67,122,56,5,6,12,4,660,165,41.5,4.5,3.759725,9,4.61,3631,63,0.0173,1.4,8,100,0.0182,0,0.0346,0,0,0,75,4.881706,1.305858,1.35392346,PC_L06_ID2xPC_L48_ID2,-1,Outcross2013
E1573,2013,Self,0.4825963,PC_N13_ID1,PC_N13_ID1,2549.99,17,77,E,76,74,124,53,6,5,4,2,340,170,46.5,4.75,3.854364,9.5,4.89,2847,83,0.0291,1.4,9,100,0.0118,2,0.0582,0,0,0,90,6.505049,1.695985,1.392399686,PC_N13_ID1xPC_N13_ID1,1,Self2013
E1576,2013,Self,0.5372473,PC_I52_ID1,PC_I52_ID1,2328.26,17,80,E,77,76,NA,60,4.5,3,6,3,300,100,50,4.5,3.732584,9,5.56,2634,64,0.0244,1,8,90,0.02,1,0.0489,0,0,0,75,5.923862,1.59069,1.464979339,PC_I52_ID1xPC_I52_ID1,1,Self2013
E1577,2013,Self,0.6410999,PC_M15_ID1,PC_M15_ID1,2609.08,17,81,E,69,69,112,53,5,3,6,2,390,195,48,4.5,3.306425,9,5.33,2233,41,0.0184,1.1,7,100,0.0154,0,0.0368,0,0,0,80,5.744195,1.744095,1.425023341,PC_M15_ID1xPC_M15_ID1,1,Self2013
E1578,2013,Outcross,0.0041188,PC_M15_ID1,PC_N04_ID1,3299.56,17,82,E,72,68,149,55,6.5,6,8,2,330,165,48,5,3.297811,10,4.8,5147,88,0.0171,1.4,13,100,0.0242,4,0.0341,0,0,0,55,5.438538,1.651498,1.369196639,PC_M15_ID1xPC_N04_ID1,1,Outcross2013
E1579,2013,Outcross,-0.00347775,PC_N03_ID2,PC_J48_ID2,2948.69,17,83,E,76,69,153,59,5.5,12,6,2,360,180,45,5,3.844927,10,4.5,5325,126,0.0237,1.2,12,50,0.0167,7,0.0473,0,0,0,65,6.067407,1.580568,1.355433001,PC_J48_ID2xPC_N03_ID2,-1,Outcross2013
E1580,2013,Outcross,-0.0105369,PC_I58_ID2,PC_N14_ID2,3301.31,17,84,E,62,67,114,54,5,8,10,3,480,160,45,4.75,3.748155,9.5,4.74,3784,75,0.0198,1.2,7,100,0.0208,-5,0.0397,0,0,0,80,5.876573,1.568564,1.366062442,PC_I58_ID2xPC_N14_ID2,1,Outcross2013
E1581,2013,Self,0.4518714,PC_I58_ID2,PC_I58_ID2,3196.94,17,85,E,72,66,143,55,5.5,5,8,3,550,183.33,52.5,5,3.48314,10,5.25,3476,70,0.0201,1,9,100,0.0145,6,0.0402,0,0,0,70,6.372971,1.834963,1.431791931,PC_I58_ID2xPC_I58_ID2,1,Self2013
E1585,2013,Outcross,-0.0007348,PC_N07_ID2,PC_J48_ID2,3754.24,17,89,E,73,71,135,51,5.5,4,6,2,370,185,45,4,3.494113,8,5.63,2578,55,0.0212,1.2,9,100,0.0162,2,0.0425,0,0,0,70,5.95234,1.714349,1.427486581,PC_J48_ID2xPC_N07_ID2,-1,Outcross2013
E1586,2013,Outcross,0.0118014,PC_I05_ID1,PC_I52_ID1,2949.54,17,90,E,69,70,131,68,7.5,9,12,3,490,163.33,59,5.75,3.853009,11.5,5.13,5875,160,0.0272,1.5,9,100,0.0245,-1,0.0544,0,0,0,90,6.102521,1.601065,1.462276361,PC_I05_ID1xPC_I52_ID1,1,Outcross2013
E1588,2013,Outcross,-0.02169204,PC_J04_ID1,PC_N04_ID1,2075.9,17,92,E,68,65,126,64,6,7,10,3,480,160,42.5,4.25,4.219191,8.5,5,3714,105,0.0282,1.4,9,100,0.0208,3,0.0563,0,0,0,85,6.242134,1.486608,1.319537172,PC_J04_ID1xPC_N04_ID1,1,Outcross2013
E1592,2013,Outcross,-0.01805323,PC_N03_ID2,PC_I55_ID2,2479.98,17,96,E,82,80,164,83,6.5,6,4,2,260,130,49.5,5.5,3.637666,11,4.5,4239,92,0.0216,1.7,11,90,0.0154,2,0.0433,0,0,0,90,5.624686,1.561188,1.387462977,PC_I55_ID2xPC_N03_ID2,-1,Outcross2013
E1593,2013,Self,0.3480523,PC_O51_ID2,PC_O51_ID2,2394.58,17,97,E,76,72,148,57,7,8,7,2,30,15,35.5,4,3.703518,8,4.44,4002,91,0.0227,1.1,10,100,0.2333,4,0.0454,0,0,0.045,55,5.474087,1.487912,1.394394638,PC_O51_ID2xPC_O51_ID2,1,Self2013
E1596,2013,Self,0.6261988,PC_K60_ID1,PC_K60_ID1,3453.45,17,100,E,74,74,NA,60,3.5,9,8,3,360,120,41.5,3.75,3.465877,7.5,5.53,3152,52,0.0165,1,8,100,0.0222,0,0.0329,0,0.019,0,75,6.122834,1.769437,1.376934471,PC_K60_ID1xPC_K60_ID1,1,Self2013
E1597,2013,Outcross,-0.0045433,PC_J51_ID1,PC_N13_ID1,2126.66,17,101,E,66,66,148,51,6,13,8,3,610,203.33,44.5,4.75,3.621629,9.5,4.68,4137,91,0.022,1.4,8,100,0.0131,0,0.044,0,0,0.013,55,5.743471,1.591772,1.382647448,PC_J51_ID1xPC_N13_ID1,1,Outcross2013
E1599,2013,Self,0.6654387,PC_I55_ID2,PC_I55_ID2,2823.95,17,103,E,83,76,136,63,4.5,2,4,1,90,90,43.5,4.25,3.679319,8.5,5.12,2320,55,0.0239,0.8,8,100,0.0444,7,0.0478,0,0,0.049,80,6.49864,1.768985,1.433366103,PC_I55_ID2xPC_I55_ID2,1,Self2013
